V;generique;;;;
V;nuggets;;;;
N;Comment s'appelle le nombre qui s'écrit avec un 1 suivi de 100 zéros ?;Le candide;L'idiot;L'abruti;Le gogol
N;Quel théorème n’existe pas ?;Le théorème de la boule chevelue;Le théorème de l’épicier;Le théorème de l’hôpital;Le théorème des gendarmes
N;D'un point de vue statistique, quelle situation a le moins de chance de se produire ?;Gagner le jackpot au loto;Être né un 29 février;Être frappé par la foudre;Avoir de vrais triplés
N;Comment appelle-t-on un collectionneur de compas ?;Un circinusophile;Un courbisophile;Un compasophile;Un mecbizarrophile
V;sel-ou-poivre;;;;
S;« Rationnel » ou « Irrationnel »  ?;Les fantômes;;;
S;« Rationnel » ou « Irrationnel »  ?;Le nombre Pi;;;
S;« Rationnel » ou « Irrationnel »  ?;9,999999999;;;
S;« Rationnel » ou « Irrationnel »  ?;La racine carrée de 2;;;
S;« Rationnel » ou « Irrationnel »  ?;Le résultat de la division de 2 par 3;;;
S;« Rationnel » ou « Irrationnel »  ?;9,999999999…;;;
S;« Rationnel » ou « Irrationnel »  ?;La peur des profs de maths;;;
S;« Rationnel » ou « Irrationnel »  ?;2020;;;
S;« Rationnel » ou « Irrationnel »  ?;Le raisonnement par l'absurde;;;
S;« Rationnel » ou « Irrationnel »  ?;Un sixième;;;
V;menus;;;;
L;Menu 1 : Quel est le code ?;Menu 2 : Quel est le message ?;Menu 3 : Si vous connaissez par cœur les tables trigonométriques au dixmillionème près, ce menu est pour vous...;;
M;Menu 1 : Quel est le code ?;Il permet de déverrouiller une carte SIM;;;
M;Menu 1 : Quel est le code ?;Il facilite l'acheminement du courrier;;;
M;Menu 1 : Quel est le code ?;Il est en deux dimensions;;;
M;Menu 1 : Quel est le code ?;Il permet de cacher un message en décalant les lettres;;;
M;Menu 1 : Quel est le code ?;C'est le premier code de triche de l'histoire des jeux-vidéos;;;
M;Menu 2 : Quel est le message ?;HBHOF;;;
M;Menu 2 : Quel est le message ?;227772888666;;;
M;Menu 2 : Quel est le message ?;… --- …;;;
M;Menu 2 : Quel est le message ?;C5 V2 C11 V3 V1 C9;;;
M;Menu 2 : Quel est le message ?;ITLMF LDEAI FIMGQ ARONU UETIE;;;
V;addition;;;;
A;On dirait le nom d'un mathématicien;Indispensables pour une bonne bataille;Descartes;;
A;On dirait le nom d'un mathématicien;Alors, tu tires ou tu pointes ?;Bool;;
A;On dirait le nom d'un mathématicien;A ne pas oublier quand tu promène ton chien;Thalès;;
A;On dirait le nom d'un mathématicien;Ici, ce n'est pas le grand frère;Pascal;;
A;On dirait le nom d'un mathématicien;Façon familière de dire enfant;Gauss;;
A;On dirait le nom d'un mathématicien;Un tennisman suisse célèbre;Federer;;
A;On dirait le nom d'un mathématicien;Hitler la déclare aux Etats-Unis en 1941;Laguerre;;
A;On dirait le nom d'un mathématicien;Devient une race de chien avec le prénom Jack;Russel;;
A;On dirait le nom d'un mathématicien;Série TV d'animation créée par Matt Groening;Simpson;;
A;On dirait le nom d'un mathématicien;Morceau de viande situé autour du tibia de l'animal;Jarret;;
V;burger-mort;;;;
B;Quelle est la différence entre 2020 et votre année de naissance ?;;;;
B;Quand vous devez partir rapidement, vous préférez prendre la tangente ou le cosinus ?;;;;
B;Combien y'a-t-il de lettres dans le nombre 99 écrit en chiffres romains ?;;;;
B;Convertissez 100 € en $ en sachant que 1 € = 1,12 $ au moment où j'écris cette question.;;;;
B;Question indiscrète : quel âge avez-vous ?<br />Si vous ne savez plus, reprenez la réponse de la question 1.;;;;
B;Combien de lettres distinctes contient cette question à plus ou moins 26 ?;;;;
B;Citez un nom de mathématicien que l'on a évoqué dans cette partie.;;;;
B;Jusqu'à combien vos proches peuvent-ils compter sur vous ?;;;;
B;A votre avis, quelle heure sera-t-il dans 72 heures ?;;;;
B;Quand un enfant veut la moitié de la moitié de la moitié, il veut quoi en fait à part me prendre la tête ?;;;;
